order_id,store_id,business_day,daypart,service_mode,menu_item,menu_modifier,unit_quantity,unit_price,unit_discount,tax,total_amount,payment_type
(120895,101,'2025-05-14','Lunch','Drive-Thru','Soft Drink (Medium),','Extra Ice',2,1.79,0,0.3,3.88,'Card'),
(120896,401,'2025-05-19','Dinner','Drive-Thru','Spicy Chicken Sandwich','Extra Cheese',1,5.58,0,0.36,6.44,'Cash'),
(120897,403,'2025-06-03','Dinner','Dine-In','Chicken Sandwich Combo','None',1,9.06,0,0.54,9.6,'Cash'),
(120898,202,'2025-07-17','Lunch','Drive-Thru','Chicken Sandwich','Spicy',1,5.83,0,0.5,6.33,'Card'),
(120899,402,'2025-06-04','Breakfast','Drive-Thru','Pancake Platter','No Cheese',1,4.72,0,0.28,5,'Card'),
(120900,103,'2025-07-27','Dinner','Drive-Thru','Double Cheeseburger Combo','None',1,10.17,0,0.61,10.78,'Card'),
(120901,102,'2025-06-17','Lunch','Dine-In','Chicken Sandwich Combo','Add Bacon',1,8.79,0,0.78,10.57,'Card'),
(120902,101,'2025-07-04','Dinner','Drive-Thru','Double Cheeseburger','None',1,5.75,0,0.46,6.21,'MobilePay'),
(120903,403,'2025-06-15','Afternoon','Delivery','Onion Rings','Large Size',3,3.5,0,1.17,13.47,'Card'),
(120904,201,'2025-06-30','Dinner','Dine-In','Double Cheeseburger Combo','None',1,10.09,0,0.76,10.85,'MobilePay'),
(120905,103,'2025-07-12','Lunch','Drive-Thru','Veggie Burger','Extra Cheese',3,5.26,0,1.47,18.75,'Card'),
(120906,101,'2025-08-01','Breakfast','Drive-Thru','Hash Browns','Sausage Patty',1,1.62,0,0.2,3.02,'Card'),
(120907,103,'2025-06-23','Breakfast','Takeout','Breakfast Burrito','Cinnamon',1,3.93,0,0.36,4.39,'MobilePay'),
(120908,103,'2025-05-30','Lunch','Takeout','Cheeseburger Combo','None',1,8.81,0,0.57,9.38,'Cash'),
(120909,102,'2025-07-15','Late Night','Dine-In','Milkshake','None',1,4.71,0,0.4,5.11,'Card'),
(120910,103,'2025-07-30','Afternoon','Takeout','Onion Rings','No Sauce',1,3.05,0,0.24,3.29,'Card'),
(120911,202,'2025-08-03','Morning','Takeout','Bottled Water','No Ice',1,1.46,0,0.09,1.55,'Card'),
(120912,102,'2025-04-16','Dinner','Takeout','Onion Rings','None',2,3.21,0,0.58,7,'Cash'),
(120913,403,'2025-06-17','Dinner','Takeout','Double Cheeseburger Combo','None',1,10.78,0,0.78,11.56,'MobilePay'),
(120914,301,'2025-06-27','Lunch','Takeout','Cheeseburger Combo','None',1,8.44,0,0.72,9.16,'Cash'),
(120915,402,'2025-06-19','Morning','Dine-In','Latte','None',1,3.31,0,0.24,3.55,'MobilePay'),
(120916,301,'2025-06-28','Breakfast','Dine-In','Breakfast Burrito','No Cheese',1,3.89,0,0.31,4.2,'Card'),
(120917,403,'2025-07-06','Dinner','Delivery','Chicken Sandwich Combo','None',1,9.08,0,0.54,9.62,'Card'),
(120918,403,'2025-05-09','Lunch','Delivery','Chicken Sandwich Combo','Spicy',1,8.77,0,0.57,9.34,'Card'),
(120919,101,'2025-06-14','Afternoon','Dine-In','Onion Rings','None',1,3.19,0,0.2,3.09,'MobilePay'),
(120920,102,'2025-05-17','Dinner','Takeout','Chicken Sandwich','Extra Sauce',1,5.78,0,0.42,6.45,'Card'),
(120921,101,'2025-06-02','Dinner','Dine-In','Spicy Chicken Combo','None',1,8.78,0,0.53,9.31,'Cash'),
(120922,301,'2025-05-29','Afternoon','Dine-In','Soft Drink (Medium),','Extra Ice',2,1.75,0,0.25,3.75,'Card'),
(120923,501,'2025-05-20','Lunch','Delivery','French Fries','Small Size',2,2.44,0,0.28,4.56,'Cash'),
(120924,403,'2025-05-09','Dinner','Drive-Thru','Iced Tea','None',2,2.05,0,0.3,4.4,'Card'),
(120925,403,'2025-05-11','Breakfast','Dine-In','Breakfast Burrito','Sausage Patty',1,3.36,0,0.41,4.97,'Cash'),
(120926,501,'2025-05-15','Breakfast','Dine-In','Soft Drink (Small),','Light Ice',1,1.49,0,0.12,1.61,'MobilePay'),
(120927,202,'2025-07-03','Breakfast','Drive-Thru','Hash Browns','None',1,1.97,0,0.17,2.14,'Card'),
(120928,301,'2025-05-22','Breakfast','Drive-Thru','Egg Muffin','Extra Egg',1,3.63,0,0.42,5.05,'Cash'),
(120929,403,'2025-05-08','Breakfast','Dine-In','Hash Browns','Sausage Patty',1,1.88,0,0.25,3.33,'Card'),
(120930,501,'2025-04-30','Lunch','Dine-In','Double Cheeseburger','None',1,5.51,0,0.41,5.92,'MobilePay'),
(120931,301,'2025-04-24','Dinner','Dine-In','Onion Rings','None',4,3.67,0.78,0.89,15.79,'GiftCard'),
(120932,201,'2025-07-10','Breakfast','Drive-Thru','Egg Muffin','None',1,2.88,0,0.23,3.11,'GiftCard'),
(120933,103,'2025-07-04','Afternoon','Takeout','Onion Rings','Extra Sauce',1,2.52,0,0.2,2.97,'Cash'),
(120934,401,'2025-08-09','Breakfast','Delivery','Egg Muffin','No Cheese',2,3.35,0.67,0.42,6.45,'Cash'),
(120935,103,'2025-07-22','Morning','Takeout','Egg Muffin','No Cheese',1,3.11,0,0.23,3.34,'Card'),
(120936,403,'2025-05-16','Dinner','Dine-In','Cheeseburger Combo','None',3,7.98,0,1.8,25.74,'Card'),
(120937,501,'2025-04-27','Breakfast','Takeout','Hash Browns','None',1,2.03,0,0.18,2.21,'Cash'),
(120938,402,'2025-05-08','Dinner','Delivery','Iced Tea','Extra Ice',1,1.92,0,0.14,2.06,'GiftCard'),
(120939,501,'2025-07-02','Breakfast','Dine-In','Sausage Biscuit','No Cheese',1,2.9,0,0.28,3.18,'MobilePay'),
(120940,402,'2025-04-19','Dinner','Drive-Thru','Onion Rings','No Sauce',2,2.78,0,0.5,6.06,'Card'),
(120941,501,'2025-07-17','Lunch','Dine-In','Spicy Chicken Combo','None',1,9.73,0,0.63,10.36,'Card'),
(120942,403,'2025-07-21','Morning','Drive-Thru','Egg Muffin','Extra Egg',1,3.4,0,0.26,4.66,'Card'),
(120943,403,'2025-04-21','Lunch','Dine-In','Spicy Chicken Combo','None',1,9.24,0,0.88,10.12,'Cash'),
(120944,101,'2025-07-05','Morning','Takeout','Soft Drink (Medium),','Extra Ice',1,1.89,0.19,0.12,1.82,'Card'),
(120945,501,'2025-04-13','Breakfast','Takeout','Sausage Biscuit','No Cheese',1,2.77,0,0.17,2.94,'Card'),
(120946,501,'2025-07-22','Late Night','Takeout','Double Cheeseburger','None',1,5.1,0,0.46,5.56,'Card'),
(120947,102,'2025-06-22','Breakfast','Drive-Thru','Pancake Platter','None',1,4.76,0,0.45,5.21,'Card'),
(120948,101,'2025-07-16','Lunch','Dine-In','Chicken Sandwich','None',1,5.37,0,0.48,6.85,'Card'),
(120949,403,'2025-06-27','Breakfast','Takeout','Breakfast Burrito','Extra Egg',2,3.8,0,0.77,10.37,'Card'),
(120950,101,'2025-07-13','Dinner','Delivery','Cheeseburger','None',2,4.41,0,0.66,9.48,'Card'),
(120951,103,'2025-08-06','Morning','Delivery','Coffee','No Ice',1,1.96,0,0.14,2.1,'Card'),
(120952,402,'2025-07-30','Dinner','Delivery','Double Cheeseburger','None',1,5.22,0,0.34,5.56,'Card'),
(120953,101,'2025-05-11','Morning','Dine-In','Latte','Sugar-Free Syrup',1,3.6,0,0.35,4.25,'Card'),
(120954,301,'2025-06-16','Lunch','Takeout','French Fries','None',1,2.62,0,0.25,2.87,'Card'),
(120955,401,'2025-07-28','Lunch','Drive-Thru','Chicken Sandwich','None',1,5.8,0.93,0.47,5.74,'Card'),
(120956,101,'2025-07-15','Lunch','Dine-In','Spicy Chicken Combo','None',2,9.46,0,1.42,20.34,'Card'),
(120957,103,'2025-07-15','Breakfast','Takeout','Latte','Sugar-Free Syrup',1,3.35,0,0.27,3.92,'Card'),
(120958,201,'2025-07-20','Afternoon','Drive-Thru','Onion Rings','None',1,3.3,0.33,0.21,3.18,'MobilePay'),
(120959,401,'2025-06-28','Breakfast','Drive-Thru','Egg Muffin','Cinnamon',1,3.35,0,0.21,3.66,'Cash'),
(120960,501,'2025-04-22','Dinner','Dine-In','Spicy Chicken Combo','None',1,9.61,0,0.91,10.52,'Cash'),
(120961,401,'2025-06-03','Dinner','Delivery','Chicken Sandwich Combo','None',1,9.65,0,0.74,10.64,'Card'),
(120962,101,'2025-05-28','Lunch','Drive-Thru','Cheeseburger Combo','None',1,8.59,0,0.64,9.23,'Cash'),
(120963,202,'2025-06-15','Breakfast','Dine-In','Breakfast Burrito','No Cheese',1,3.92,0,0.27,4.19,'Card'),
(120964,403,'2025-04-29','Late Night','Drive-Thru','French Fries','Extra Sauce',3,2.61,0,0.56,9.14,'Cash'),
(120965,202,'2025-06-05','Dinner','Drive-Thru','Onion Rings','No Sauce',1,3.55,0,0.23,3.78,'GiftCard'),
(120966,501,'2025-06-06','Late Night','Dine-In','Soft Drink (Large),','None',1,1.92,0,0.17,2.09,'Card'),
(120967,202,'2025-07-29','Afternoon','Drive-Thru','Soft Drink (Medium),','Extra Ice',2,1.89,0,0.32,4.1,'Card'),
(120968,402,'2025-08-03','Afternoon','Takeout','French Fries','Extra Sauce',1,2.63,0,0.26,3.14,'Cash'),
(120969,403,'2025-06-28','Lunch','Drive-Thru','Double Cheeseburger Combo','None',1,9.27,0,0.7,9.97,'Card'),
(120970,501,'2025-06-01','Lunch','Drive-Thru','Chicken Sandwich','No Onions',1,5.44,0.82,0.3,4.92,'Card'),
(120971,401,'2025-06-01','Morning','Drive-Thru','Egg Muffin','None',1,3.07,0,0.22,3.29,'GiftCard'),
(120972,403,'2025-05-28','Lunch','Delivery','Spicy Chicken Sandwich','None',2,5.96,0,0.86,12.78,'Card'),
(120973,201,'2025-07-27','Dinner','Delivery','Veggie Burger','None',2,5.01,0,0.95,10.97,'MobilePay'),
(120974,202,'2025-06-07','Dinner','Delivery','Spicy Chicken Combo','None',1,9.07,0,0.77,9.84,'Card'),
(120975,102,'2025-07-24','Dinner','Delivery','Cheeseburger','None',2,3.86,1.54,0.56,6.74,'Card'),
(120976,102,'2025-04-24','Dinner','Drive-Thru','Onion Rings','Small Size',2,3.01,0,0.51,5.93,'Cash'),
(120977,102,'2025-05-26','Lunch','Delivery','Chicken Sandwich Combo','No Onions',1,7.78,0,0.7,8.48,'Card'),
(120978,102,'2025-07-30','Breakfast','Dine-In','Breakfast Burrito','Cinnamon',1,3.34,0,0.29,3.73,'MobilePay'),
(120979,501,'2025-06-08','Breakfast','Drive-Thru','Sausage Biscuit','None',1,3.23,0,0.23,3.46,'Cash'),
(120980,403,'2025-06-15','Afternoon','Takeout','Chicken Nuggets (10pc),','None',3,5.25,0,1.26,17.01,'Card'),
(120981,202,'2025-07-12','Dinner','Drive-Thru','Double Cheeseburger','None',1,5.92,0,0.5,6.42,'Card'),
(120982,101,'2025-05-21','Breakfast','Takeout','Egg Muffin','None',1,3,0,0.22,3.32,'MobilePay'),
(120983,402,'2025-06-10','Afternoon','Delivery','Onion Rings','None',1,3.13,0,0.2,3.33,'Card'),
(120984,403,'2025-08-02','Afternoon','Drive-Thru','Soft Drink (Medium),','None',1,1.74,0,0.19,2.23,'Card'),
(120985,402,'2025-04-17','Dinner','Dine-In','Spicy Chicken Combo','None',2,8.71,0,1.48,18.9,'Card'),
(120986,201,'2025-04-18','Dinner','Takeout','Spicy Chicken Combo','None',1,10.04,0,0.8,10.84,'Cash'),
(120987,202,'2025-05-16','Breakfast','Dine-In','Hash Browns','Sausage Patty',1,2.07,0,0.28,3.55,'Card'),
(120988,201,'2025-07-31','Dinner','Dine-In','Cheeseburger Combo','None',1,8.38,0,0.75,9.13,'Cash'),
(120989,401,'2025-07-09','Dinner','Delivery','Chicken Sandwich','None',2,5.4,0,0.76,11.56,'Card'),
(120990,102,'2025-06-21','Afternoon','Dine-In','Chicken Nuggets (10pc),','None',4,5.06,0,1.62,21.86,'Cash'),
(120991,201,'2025-08-08','Dinner','Drive-Thru','Spicy Chicken Combo','None',1,8.27,0,0.74,9.01,'Cash'),
(120992,202,'2025-04-14','Morning','Takeout','Coffee','Extra Ice',1,1.84,0,0.13,1.97,'MobilePay'),
(120993,301,'2025-05-25','Morning','Takeout','Hash Browns','Cinnamon',1,1.75,0,0.16,2.01,'Cash'),
(120994,501,'2025-06-30','Breakfast','Dine-In','Hash Browns','No Cheese',1,1.69,0,0.11,1.8,'Card'),
(120995,103,'2025-04-16','Morning','Takeout','Coffee','None',1,1.83,0,0.12,1.95,'Cash'),
(120996,501,'2025-07-18','Morning','Takeout','Coffee','None',1,2.25,0,0.16,2.41,'Not Registered'),
(120997,102,'2025-08-06','Breakfast','Drive-Thru','Soft Drink (Small),','Almond Milk',1,1.59,0.11,0.16,2.34,'MobilePay'),
(120998,403,'2025-06-30','Lunch','Takeout','Double Cheeseburger Combo','None',1,9.7,0,0.92,10.62,'Cash');
